For more accurate power reporting use build_rtl_power_models after generic synthesis.
============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.20-p003_1
  Generated on:           Sep 06 2020  11:57:39 am
  Module:                 vlc_phy_fec
  Technology libraries:   tcb018gbwp7ttc 270
                          physical_cells 
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                    Leakage     Dynamic        Total     
                  Instance                   Cells Power(nW)   Power(nW)     Power(nW)   
              GEN_INDEX_..CE_ADDER_EVEN         16     1.565     17277.621     17279.186 
                g2                               4     0.391      3654.585      3654.976 
                g3                               4     0.391      4000.413      4000.804 
                g4                               4     0.391      3673.637      3674.028 
                g5                               4     0.391      5948.986      5949.377 
              GEN_rs_for..NIT[0].D_FLOP          4     0.693      7268.958      7269.651 
              GEN_rs_for..NIT[1].D_FLOP          4     0.693      5803.854      5804.547 
              GEN_rs_for..NIT[2].D_FLOP          4     0.693      6975.937      6976.630 
              GEN_rs_for..NIT[3].D_FLOP          4     0.693      7855.000      7855.692 
              GEN_rs_for..NIT[4].D_FLOP          4     0.693      7855.000      7855.692 
              mux_w_selector[0]_46_58            4     0.257     11950.803     11951.060 
              mux_w_flop[0]_53_46                4     0.257      5407.876      5408.133 
              mux_w_selector[1]_46_58            4     0.257     11349.998     11350.255 
              mux_w_flop[1]_53_46                4     0.257      4807.071      4807.329 
              mux_w_selector[2]_46_58            4     0.257     11617.022     11617.280 
              mux_w_flop[2]_53_46                4     0.257      4807.071      4807.329 
              mux_w_selector[3]_46_58            4     0.257     11817.290     11817.548 
              mux_w_flop[3]_53_46                4     0.257      4740.315      4740.573 
              mux_w_selector[4]_46_58            4     0.257     11817.290     11817.548 
              mux_w_flop[4]_53_46                4     0.257      4740.315      4740.573 
              mux_o_symb..rection_85_58          4     0.257      2586.956      2587.213 
            RS_CHIEN_INST                      337    20.259    246111.329    246131.587 
              GEN_RS_CHI..0].MULTIPLIER         40     1.821     17832.627     17834.447 
                MULT_LUT                        40     1.821     17832.627     17834.447 
                  mux_mt_4[1][i]_2092_2          4     1.225      3368.298      3369.523 
                  ctl_i_39_31                   36     0.596     14464.328     14464.924 
              GEN_RS_CHI..1].MULTIPLIER         40     1.821     20862.204     20864.025 
                MULT_LUT                        40     1.821     20862.204     20864.025 
                  mux_mt_4[2][i]_2092_2          4     1.225      4129.568      4130.793 
                  ctl_i_39_31                   36     0.596     16732.636     16733.232 
              GEN_RS_CHI..2].MULTIPLIER         40     1.821      8770.761      8772.582 
                MULT_LUT                        40     1.821      8770.761      8772.582 
                  mux_mt_4[4][i]_2092_2          4     1.225      1153.518      1154.743 
                  ctl_i_39_31                   36     0.596      7617.243      7617.839 
              GEN_RS_CHI..3].MULTIPLIER         40     1.821      8528.509      8530.330 
                MULT_LUT                        40     1.821      8528.509      8530.330 
                  mux_mt_4[8][i]_2092_2          4     1.225       911.266       912.491 
                  ctl_i_39_31                   36     0.596      7617.243      7617.839 
              GEN_RS_CHI..4].MULTIPLIER         40     1.821     21104.456     21106.276 
                MULT_LUT                        40     1.821     21104.456     21106.276 
                  mux_mt_4[3][i]_2092_2          4     1.225      4371.820      4373.044 
                  ctl_i_39_31                   36     0.596     16732.636     16733.232 
              GEN_RS_CHI..5].MULTIPLIER         40     1.821      8528.509      8530.330 
                MULT_LUT                        40     1.821      8528.509      8530.330 
                  mux_mt_4[6][i]_2092_2          4     1.225       911.266       912.491 
                  ctl_i_39_31                   36     0.596      7617.243      7617.839 
              GEN_EVEN_I..CE_ADDER_EVEN          8     0.783     12315.278     12316.060 
                g2                               4     0.391      6259.161      6259.552 
                g3                               4     0.391      6056.117      6056.508 
              GEN_ODD_IN..UCE_ADDER_ODD          8     0.783     17599.110     17599.892 
                g2                               4     0.391      4552.390      4552.781 
                g3                               4     0.391     13046.720     13047.111 
              GEN_RS_CHI..NIT[0].D_FLOP          4     0.693      7071.041      7071.734 
              GEN_RS_CHI..NIT[1].D_FLOP          4     0.693      7268.958      7269.651 
              GEN_RS_CHI..NIT[2].D_FLOP          4     0.693      6287.083      6287.776 
              GEN_RS_CHI..NIT[3].D_FLOP          4     0.693      7364.062      7364.755 
              GEN_RS_CHI..NIT[4].D_FLOP          4     0.693      7071.041      7071.734 
              GEN_RS_CHI..NIT[5].D_FLOP          4     0.693      6778.021      6778.713 
              ADDER                              4     0.391      6100.536      6100.927 
                g1                               4     0.391      6100.536      6100.927 
              mux_w_selector[0]_46_58            4     0.257     10473.641     10473.899 
              mux_w_flop[0]_53_46                4     0.257      4982.227      4982.484 
              mux_w_selector[1]_46_58            4     0.257     10473.642     10473.899 
              mux_w_flop[1]_53_46                4     0.257      5140.852      5141.109 
              mux_w_selector[2]_46_58            4     0.257      6709.718      6709.976 
              mux_w_flop[2]_53_46                4     0.257      3889.017      3889.274 
